ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
1801,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-104,0,0.011,LOW
1802,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-91,0,0.054,LOW
1803,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-98,0,0.027,LOW
1804,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-104,0,0.009,LOW
1820,257,257.0,2851.72,2851.72,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.02,LOW
1861,234,234.0,5446.06,5446.06,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
1888,5311,5311.0,30408.04,30408.04,Aurobindo Pharma Limited,Aurobindo Pharma Limited,-1,0,0.154,LOW
1889,6768,6768.0,38120.96,38120.96,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.074,LOW
1905,"See ASN-2274 (ID#:610)",1047.0,"See ASN-2274 (ID#:610)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.025,LOW
1919,1114,1114.0,5822.44,5822.44,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.03,LOW
1926,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,4,1,0.357,MEDIUM
1927,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-2,0,0.005,LOW
1928,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-2,0,0.002,LOW
1929,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-2,0,0.013,LOW
1939,889,889.0,7303.52,7303.52,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.052,LOW
1940,49,49.0,1047.39,1047.39,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.007,LOW
1941,1927,1927.0,24870.05,24870.05,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.077,LOW
1942,1566,1566.0,19992.75,19992.75,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.076,LOW
1954,113,113.0,2709.98,2709.98,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.006,LOW
1955,159,159.0,2568.6,2568.6,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.01,LOW
1956,613,613.0,3247.73,3247.73,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.013,LOW
1957,323,323.0,2335.19,2335.19,CIPLA LIMITED,CIPLA LIMITED,0,0,0.008,LOW
1971,34,34.0,648.27,648.27,ZEPHYR BIOMEDICALS,ZEPHYR BIOMEDICALS,0,0,0.0,LOW
1972,2147,2147.0,11066.17,11066.17,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",-21,0,0.007,LOW
1973,1445,1445.0,7303.25,7303.25,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.003,LOW
2008,5057,5057.0,44347.71,44347.71,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.006,LOW
2014,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-11,0,0.003,LOW
2015,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-11,0,0.009,LOW
2146,2509,2509.0,19882.25,19882.25,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",-6,0,0.006,LOW
2147,2535,2535.0,22433.91,22433.91,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.006,LOW
2148,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,BIOLYTICAL LABORATORIES INC.,BIOLYTICAL LABORATORIES INC.,0,0,0.014,LOW
2153,581,581.0,2653.27,2653.27,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.018,LOW
2156,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-220,0,0.042,LOW
2157,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-220,0,0.005,LOW
2158,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-220,0,0.001,LOW
2159,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-220,0,0.009,LOW
2171,1723,1723.0,22451.67,22451.67,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.059,LOW
2173,3,3.0,963.34,963.34,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,0,0,0.137,LOW
2257,28,28.0,692.38,692.38,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",-29,0,0.002,LOW
2295,22,22.0,1003.52,1003.52,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
2297,2228,2228.0,9809.7,9809.7,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.049,LOW
2298,"See ASN-3562 (ID#:960)",1047.0,"See ASN-3562 (ID#:960)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.004,LOW
2305,2067,2067.0,7933.38,7933.38,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.021,LOW
2328,382,382.0,3241.06,3241.06,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.029,LOW
2399,187,187.0,1903.54,1903.54,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.03,LOW
2417,2655,2655.0,25052.69,25052.69,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.081,LOW
2429,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-109,0,0.003,LOW
2430,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-113,0,0.053,LOW
2431,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-119,0,0.013,LOW
2432,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-145,0,0.054,LOW
2436,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-133,0,0.023,LOW
2437,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-124,0,0.011,LOW
2438,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-130,0,0.004,LOW
2439,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-68,0,0.015,LOW
2440,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-68,0,0.004,LOW
2441,3000,3000.0,428.91,428.91,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.01,LOW
2447,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.048,LOW
2450,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-66,0,0.011,LOW
2451,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-66,0,0.015,LOW
2463,719,719.0,853.88,853.88,CIPLA LIMITED,CIPLA LIMITED,0,0,0.01,LOW
2474,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-102,0,0.008,LOW
2475,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-88,0,0.008,LOW
2476,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-53,0,0.008,LOW
2477,130,130.0,1859.79,1859.79,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.017,LOW
2478,87,87.0,1205.7,1205.7,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.005,LOW
2481,"See ASN-4332 (ID#:1115)",1047.0,"See ASN-4332 (ID#:1115)",,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-22,0,0.015,LOW
2499,69,69.0,1332.43,1332.43,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.012,LOW
2502,2,2.0,12561.4,12561.4,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
2503,4995,4995.0,275,275.0,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.024,LOW
2506,309,309.0,3777.93,3777.93,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.033,LOW
2536,3393,3393.0,30661.5,30661.5,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.011,LOW
2539,1073,1073.0,8114.11,8114.11,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),35,1,0.534,MEDIUM
2558,195,195.0,2008.54,2008.54,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.036,LOW
2559,30,30.0,4111.71,4111.71,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.007,LOW
2562,158,158.0,4318.21,4318.21,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),0,0,0.083,LOW
2571,251,251.0,1484.75,1484.75,CIPLA LIMITED,CIPLA LIMITED,0,0,0.017,LOW
2588,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.002,LOW
2601,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-70,0,0.001,LOW
2602,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
2603,590,590.0,5962.58,5962.58,"Orgenics, Ltd","Orgenics, Ltd",-13,0,0.084,LOW
2632,589,589.0,314,314.0,ABBOTT LABORATORIES (PUERTO RICO),ABBOTT LABORATORIES (PUERTO RICO),0,0,0.023,LOW
2647,107,107.0,1845.74,1845.74,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),0,0,0.028,LOW
2654,29,29.0,854.34,854.34,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
2655,61,61.0,7682.69,7682.69,"GILEAD SCIENCES IRELAND, INC.","GILEAD SCIENCES IRELAND, INC.",0,0,0.003,LOW
2656,"See ASN-55 (ID#:16)",1047.0,"See ASN-55 (ID#:16)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.183,LOW
2657,"See ASN-55 (ID#:16)",1047.0,"See ASN-55 (ID#:16)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.03,LOW
2661,"See ASN-57 (ID#:23)",1047.0,"See ASN-57 (ID#:23)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.008,LOW
2662,"See ASN-57 (ID#:23)",1047.0,"See ASN-57 (ID#:23)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.014,LOW
2680,316,316.0,3850.8,3850.8,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.006,LOW
2681,3217,3217.0,14364.29,14364.29,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.273,LOW
2683,"See ASN-93 (ID#:1281)",1047.0,"See ASN-93 (ID#:1281)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.022,LOW
2684,"See ASN-93 (ID#:1281)",1047.0,"See ASN-93 (ID#:1281)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.008,LOW
2685,11179,11179.0,49824.57,49824.57,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.041,LOW
2686,3822,3822.0,25124.12,25124.12,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.027,LOW
2687,"See ASN-272 (ID#:1282)",1047.0,"See ASN-272 (ID#:1282)",,CIPLA LIMITED,CIPLA LIMITED,0,0,0.007,LOW
2705,60,60.0,1498.02,1498.02,Orasure Technologies Inc.,Orasure Technologies Inc.,0,0,0.003,LOW
2708,2336,2336.0,21150.56,21150.56,CIPLA LIMITED,CIPLA LIMITED,0,0,0.019,LOW
2721,1072,1072.0,Freight Included in Commodity Cost,,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.008,LOW
2733,120,120.0,3004.62,3004.62,Orasure Technologies Inc.,Orasure Technologies Inc.,0,0,0.007,LOW
2740,3045,3045.0,28118.58,28118.58,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.008,LOW
2741,3276,3276.0,43664.71,43664.71,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",24,1,0.502,MEDIUM
2756,2603,2603.0,22838.29,22838.29,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.006,LOW
2765,2895,2895.0,18045.24,18045.24,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.021,LOW
2766,"See ASN-744 (ID#:1356)",1047.0,"See ASN-744 (ID#:1356)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.019,LOW
2767,161,161.0,2514.05,2514.05,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.002,LOW
2785,340,340.0,2326.1,2326.1,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.002,LOW
2794,3336,3336.0,27791.62,27791.62,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.066,LOW
2795,1456,1456.0,14505.37,14505.37,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.039,LOW
2796,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.013,LOW
2808,2318,2318.0,6755.81,6755.81,Aurobindo Pharma Limited,Aurobindo Pharma Limited,34,1,0.444,MEDIUM
2823,732,732.0,6524.19,6524.19,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
2892,6,6.0,Freight Included in Commodity Cost,,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.001,LOW
2921,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",0,0,0.003,LOW
2922,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",0,0,0.013,LOW
2923,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",0,0,0.017,LOW
2927,2300,2300.0,38425.29,38425.29,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.005,LOW
2947,83,83.0,2426.05,2426.05,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.009,LOW
2960,Weight Captured Separately,1047.0,Invoiced Separately,,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
2965,Weight Captured Separately,1047.0,Invoiced Separately,,"Trinity Biotech, Plc","Trinity Biotech, Plc",-9,0,0.001,LOW
2993,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",-17,0,0.001,LOW
2994,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",-17,0,0.003,LOW
2995,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",-17,0,0.004,LOW
2996,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",-17,0,0.006,LOW
3007,108,108.0,Freight Included in Commodity Cost,,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.003,LOW
3008,2985,2985.0,20635.3,20635.3,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.007,LOW
3009,861,861.0,12770.05,12770.05,"Orgenics, Ltd","Orgenics, Ltd",-2,0,0.111,LOW
3010,550,550.0,8213.59,8213.59,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.104,LOW
3026,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,"JSI R&T INSTITUTE, INC.","JSI R&T INSTITUTE, INC.",-15,0,0.002,LOW
3037,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,SUB-SAHARAN BIOMEDICAL P.L.C.,SUB-SAHARAN BIOMEDICAL P.L.C.,0,0,0.009,LOW
3039,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.059,LOW
3040,455,455.0,4113.16,4113.16,"Orgenics, Ltd","Orgenics, Ltd",13,1,0.225,LOW
3049,16,16.0,515.48,515.48,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.013,LOW
3050,255,255.0,5303.05,5303.05,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.02,LOW
3055,194,194.0,2642.45,2642.45,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.159,LOW
3080,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-55,0,0.001,LOW
3081,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.04,LOW
3094,137,137.0,5260.46,5260.46,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.003,LOW
3096,121,121.0,2789.74,2789.74,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.054,LOW
3097,114,114.0,2879.96,2879.96,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.055,LOW
3152,25,25.0,641.04,641.04,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.006,LOW
3153,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",-24,0,0.007,LOW
3154,25,25.0,1038.39,1038.39,"Orgenics, Ltd","Orgenics, Ltd",-139,0,0.006,LOW
3159,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,SETEMA LIMITED PLC,SETEMA LIMITED PLC,0,0,0.005,LOW
3191,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-98,0,0.006,LOW
3192,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-104,0,0.001,LOW
3193,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-104,0,0.043,LOW
3202,257,257.0,2873.56,2873.56,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.02,LOW
3245,3000,3000.0,34902.96,34902.96,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.006,LOW
3261,120,120.0,5921.97,5921.97,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.004,LOW
3282,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-2,0,0.012,LOW
3292,3508,3508.0,29954.15,29954.15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",-17,0,0.147,LOW
3294,2,2.0,330,330.0,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.001,LOW
3302,128,128.0,2147.61,2147.61,CIPLA LIMITED,CIPLA LIMITED,0,0,0.008,LOW
3313,"See ASN-2641 (ID#:670)",1047.0,"See ASN-2641 (ID#:670)",,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.056,LOW
3354,4913,4913.0,46117.09,46117.09,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.006,LOW
3357,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-7,0,0.016,LOW
3358,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-11,0,0.006,LOW
3359,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-7,0,0.001,LOW
3360,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.183,LOW
3375,"See ASN-2921 (ID#:719)",1047.0,"See ASN-2921 (ID#:719)",,IDA FOUNDATION,IDA FOUNDATION,0,0,0.025,LOW
3378,337,337.0,3499.18,3499.18,Abbott GmbH & Co. KG,Abbott GmbH & Co. KG,0,0,0.006,LOW
3386,296,296.0,2648.82,2648.82,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.077,LOW
3419,963,963.0,25080.52,25080.52,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),0,0,0.105,LOW
3421,493,493.0,1727.2,1727.2,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.005,LOW
3441,1624,1624.0,12646.15,12646.15,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.047,LOW
3456,1044,1044.0,3854.23,3854.23,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.022,LOW
3457,46,46.0,2946.64,2946.64,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.007,LOW
3470,2,2.0,378,378.0,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.001,LOW
3479,2535,2535.0,20083.74,20083.74,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",-6,0,0.006,LOW
3490,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-220,0,0.02,LOW
3499,284,284.0,3261.37,3261.37,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
3507,1584,1584.0,22775.45,22775.45,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.058,LOW
3508,"See ASN-3110 (ID#:2173)",1047.0,"See ASN-3110 (ID#:2173)",,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,0,0,0.014,LOW
3551,355,355.0,4457.29,4457.29,"Trinity Biotech, Plc","Trinity Biotech, Plc",-4,0,0.001,LOW
3552,64,64.0,1083.36,1083.36,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.008,LOW
3615,18,18.0,2525.73,2525.73,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.003,LOW
3616,"See ASN-3561 (ID#:2297)",1047.0,"See ASN-3561 (ID#:2297)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.005,LOW
3674,88,88.0,3936.25,3936.25,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.025,LOW
3718,"See ASN-3675 (ID#:1046)",1047.0,"See ASN-3675 (ID#:1046)",,BRISTOL-MYERS SQUIBB,BRISTOL-MYERS SQUIBB,0,0,0.002,LOW
3719,362,362.0,2490.67,2490.67,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.008,LOW
3735,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-109,0,0.015,LOW
3736,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-109,0,0.068,LOW
3737,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-113,0,0.006,LOW
3738,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-131,0,0.047,LOW
3739,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-137,0,0.056,LOW
3743,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-125,0,0.015,LOW
3745,Weight Captured Separately,1047.0,4230.75,4230.75,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-137,0,0.005,LOW
3746,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-124,0,0.1,LOW
3747,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-75,0,0.054,LOW
3748,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,-61,0,0.008,LOW
